Age,Age_Group,Attrition,Attrition_Flag,Department,JobRole,JobLevel,BusinessTravel,Gender,MaritalStatus,EducationField,Education,MonthlyIncome,Income_Band,PercentSalaryHike,StockOptionLevel,JobSatisfaction,JobSatisfaction_Label,EnvironmentSatisfaction,RelationshipSatisfaction,JobInvolvement,WorkLifeBalance,OverTime,DistanceFromHome,YearsAtCompany,Tenure_Group,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TotalWorkingYears,NumCompaniesWorked,PerformanceRating,TrainingTimesLastYear
29,2. Age 25-34,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Female,Divorced,Life Sciences,3,3760,2. $3K-$6K,15,3,4,4 - Very High,1,1,3,3,No,1,3,2. 1-3 Years,2,1,2,3,1,3,5
54,4. Age 45-54,No,0,Research & Development,Research Director,4,Travel_Rarely,Male,Married,Life Sciences,3,17779,4. Above $10K,14,0,4,4 - Very High,4,1,3,3,No,3,10,4. 5-10 Years,9,0,9,36,3,3,2
31,2. Age 25-34,No,0,Research & Development,Healthcare Representative,2,Travel_Rarely,Male,Married,Medical,2,6833,3. $6K-$10K,12,0,1,1 - Low,3,4,3,2,Yes,11,6,4. 5-10 Years,5,0,1,6,1,3,2
31,2. Age 25-34,No,0,Research & Development,Healthcare Representative,2,Travel_Rarely,Female,Single,Medical,3,6812,3. $6K-$10K,19,0,1,1 - Low,3,2,2,3,No,24,10,4. 5-10 Years,9,1,8,10,1,3,2
59,5. Age 55+,No,0,Sales,Sales Executive,2,Travel_Rarely,Female,Single,Life Sciences,3,5171,2. $3K-$6K,17,0,4,4 - Very High,3,4,2,3,No,3,6,4. 5-10 Years,1,0,5,13,5,3,2
43,3. Age 35-44,No,0,Research & Development,Research Director,5,Travel_Rarely,Male,Married,Life Sciences,3,19740,4. Above $10K,14,1,4,4 - Very High,3,2,1,3,No,3,8,4. 5-10 Years,7,0,7,25,3,3,2
49,4. Age 45-54,No,0,Research & Development,Manager,5,Travel_Rarely,Male,Married,Medical,2,18711,4. Above $10K,13,1,3,3 - High,1,3,2,4,No,4,1,1. 0-1 Years,0,0,0,23,2,3,2
36,3. Age 35-44,No,0,Research & Development,Research Scientist,1,Travel_Frequently,Male,Married,Technical Degree,3,3692,2. $3K-$6K,12,0,2,2 - Medium,3,3,3,2,No,3,11,5. 10+ Years,10,0,7,12,1,3,2
48,4. Age 45-54,No,0,Research & Development,Laboratory Technician,1,Travel_Rarely,Male,Single,Technical Degree,2,2559,1. Under $3K,11,0,2,2 - Medium,4,3,4,2,No,2,1,1. 0-1 Years,0,0,0,7,5,3,4
27,2. Age 25-34,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Male,Divorced,Life Sciences,2,2517,1. Under $3K,11,3,3,3 - High,1,2,3,3,No,4,5,3. 3-5 Years,3,0,3,5,1,3,2
29,2. Age 25-34,No,0,Research & Development,Healthcare Representative,2,Travel_Rarely,Male,Divorced,Life Sciences,3,6623,3. $6K-$10K,11,2,4,4 - Very High,3,2,3,3,Yes,7,6,4. 5-10 Years,0,1,0,6,1,3,2
48,4. Age 45-54,No,0,Research & Development,Research Director,5,Travel_Rarely,Male,Single,Life Sciences,3,18265,4. Above $10K,12,0,4,4 - Very High,4,3,2,4,No,1,1,1. 0-1 Years,0,0,0,25,6,3,3
29,2. Age 25-34,No,0,Research & Development,Research Director,4,Travel_Rarely,Female,Divorced,Life Sciences,3,16124,4. Above $10K,14,2,4,4 - Very High,4,2,2,2,No,1,7,4. 5-10 Years,7,1,7,9,3,3,2
34,2. Age 25-34,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Female,Married,Technical Degree,3,2585,1. Under $3K,17,0,3,3 - High,3,4,4,2,No,20,1,1. 0-1 Years,0,0,0,2,0,3,5
44,3. Age 35-44,No,0,Sales,Manager,5,Travel_Rarely,Male,Married,Marketing,3,18213,4. Above $10K,11,1,2,2 - Medium,2,3,3,3,No,5,22,5. 10+ Years,9,3,10,26,7,3,5
33,2. Age 25-34,No,0,Sales,Sales Executive,3,Travel_Rarely,Male,Divorced,Marketing,5,8380,3. $6K-$10K,14,2,3,3 - High,4,4,4,3,Yes,10,9,4. 5-10 Years,8,0,8,10,0,3,3
19,1. Under 25,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Female,Single,Life Sciences,3,2994,1. Under $3K,12,0,4,4 - Very High,2,4,4,3,Yes,25,1,1. 0-1 Years,0,0,1,1,1,3,2
23,1. Under 25,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Male,Married,Life Sciences,2,1223,1. Under $3K,22,1,3,3 - High,4,4,3,3,No,1,1,1. 0-1 Years,0,0,1,1,1,4,2
25,2. Age 25-34,Yes,1,Sales,Sales Representative,1,Travel_Frequently,Male,Single,Life Sciences,1,1118,1. Under $3K,14,0,4,4 - Very High,3,4,1,3,Yes,24,1,1. 0-1 Years,0,1,0,1,1,3,4
26,2. Age 25-34,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Male,Single,Life Sciences,2,2875,1. Under $3K,20,0,4,4 - Very High,3,2,3,2,Yes,4,8,4. 5-10 Years,5,2,2,8,1,4,2
45,4. Age 45-54,Yes,1,Sales,Manager,5,Travel_Rarely,Female,Single,Marketing,3,18824,4. Above $10K,16,0,2,2 - Medium,1,1,1,3,Yes,2,24,5. 10+ Years,10,1,11,26,2,3,2
55,5. Age 55+,No,0,Research & Development,Healthcare Representative,4,Non-Travel,Male,Divorced,Medical,1,13577,4. Above $10K,15,1,2,2 - Medium,4,4,2,3,Yes,8,33,5. 10+ Years,9,15,0,34,1,3,3
21,1. Under 25,Yes,1,Research & Development,Laboratory Technician,1,Travel_Frequently,Female,Single,Life Sciences,2,2625,1. Under $3K,20,0,3,3 - High,1,3,2,1,No,10,2,2. 1-3 Years,2,2,2,2,1,4,2
46,4. Age 45-54,No,0,Sales,Manager,5,Travel_Rarely,Female,Married,Marketing,2,18789,4. Above $10K,14,1,2,2 - Medium,4,3,2,3,No,4,11,5. 10+ Years,4,0,8,26,2,3,2
34,2. Age 25-34,No,0,Sales,Sales Executive,2,Travel_Rarely,Female,Single,Marketing,3,4538,2. $3K-$6K,12,0,1,1 - Low,3,4,3,3,Yes,2,3,2. 1-3 Years,2,0,2,4,0,3,3
51,4. Age 45-54,No,0,Sales,Manager,5,Travel_Frequently,Male,Divorced,Life Sciences,3,19847,4. Above $10K,24,1,2,2 - Medium,4,1,3,2,Yes,9,29,5. 10+ Years,10,11,10,31,4,4,5
59,5. Age 55+,No,0,Research & Development,Manufacturing Director,3,Travel_Rarely,Male,Single,Medical,4,10512,4. Above $10K,12,0,4,4 - Very High,4,4,3,2,No,18,9,4. 5-10 Years,7,5,4,25,6,3,6
34,2. Age 25-34,No,0,Research & Development,Laboratory Technician,2,Travel_Frequently,Female,Divorced,Medical,3,4444,2. $3K-$6K,13,2,2,2 - Medium,3,3,3,4,No,19,11,5. 10+ Years,8,5,10,15,4,3,2
28,2. Age 25-34,No,0,Research & Development,Laboratory Technician,1,Travel_Frequently,Male,Single,Medical,4,2154,1. Under $3K,11,0,3,3 - High,4,3,3,2,Yes,1,4,3. 3-5 Years,2,0,2,5,0,3,2
44,3. Age 35-44,No,0,Research & Development,Manager,5,Travel_Rarely,Male,Divorced,Life Sciences,2,19190,4. Above $10K,14,2,1,1 - Low,3,4,4,2,No,4,25,5. 10+ Years,9,14,13,26,1,3,4
34,2. Age 25-34,No,0,Human Resources,Human Resources,2,Travel_Frequently,Male,Married,Life Sciences,3,4490,2. $3K-$6K,11,2,2,2 - Medium,3,4,2,4,No,11,10,4. 5-10 Years,9,1,8,14,4,3,5
35,3. Age 35-44,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Male,Married,Life Sciences,1,3506,2. $3K-$6K,14,0,3,3 - High,3,4,3,3,Yes,6,3,2. 1-3 Years,2,2,2,4,0,3,3
42,3. Age 35-44,No,0,Research & Development,Research Scientist,2,Travel_Rarely,Female,Married,Medical,4,2372,1. Under $3K,16,0,2,2 - Medium,2,4,4,3,Yes,7,1,1. 0-1 Years,0,0,0,18,6,3,2
43,3. Age 35-44,No,0,Sales,Sales Executive,3,Travel_Rarely,Female,Single,Marketing,4,10231,4. Above $10K,14,0,4,4 - Very High,4,4,2,4,No,4,21,5. 10+ Years,7,15,17,23,3,3,3
36,3. Age 35-44,No,0,Research & Development,Manufacturing Director,2,Travel_Rarely,Female,Single,Life Sciences,4,5410,2. $3K-$6K,11,0,2,2 - Medium,3,4,3,3,Yes,2,16,5. 10+ Years,14,5,12,18,9,3,2
44,3. Age 35-44,Yes,1,Research & Development,Healthcare Representative,3,Travel_Rarely,Female,Married,Medical,3,7978,3. $6K-$10K,11,1,4,4 - Very High,1,4,3,3,No,15,10,4. 5-10 Years,7,0,5,10,1,3,2
28,2. Age 25-34,No,0,Research & Development,Laboratory Technician,1,Travel_Frequently,Male,Married,Life Sciences,3,3867,2. $3K-$6K,12,1,4,4 - Very High,4,2,2,3,Yes,2,2,2. 1-3 Years,2,2,2,2,1,3,2
51,4. Age 45-54,No,0,Research & Development,Laboratory Technician,1,Travel_Frequently,Female,Single,Medical,2,2838,1. Under $3K,14,0,3,3 - High,2,2,2,2,No,6,7,4. 5-10 Years,0,7,7,8,0,3,6
30,2. Age 25-34,No,0,Research & Development,Manufacturing Director,2,Non-Travel,Female,Single,Medical,2,4695,2. $3K-$6K,18,0,3,3 - High,3,3,3,3,Yes,9,8,4. 5-10 Years,4,1,7,10,7,3,3
29,2. Age 25-34,Yes,1,Research & Development,Laboratory Technician,1,Travel_Rarely,Female,Divorced,Technical Degree,3,3339,2. $3K-$6K,13,2,3,3 - High,2,1,3,3,Yes,7,7,4. 5-10 Years,7,7,7,10,3,3,2
28,2. Age 25-34,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Male,Single,Technical Degree,3,2080,1. Under $3K,11,0,1,1 - Low,4,2,3,2,No,1,3,2. 1-3 Years,2,1,2,5,2,3,2
25,2. Age 25-34,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Female,Single,Medical,3,2096,1. Under $3K,18,0,2,2 - Medium,4,4,3,2,No,1,2,2. 1-3 Years,2,2,1,2,1,3,3
32,2. Age 25-34,No,0,Sales,Sales Executive,2,Travel_Rarely,Male,Married,Medical,3,6209,3. $6K-$10K,15,2,4,4 - Very High,3,3,4,4,No,8,10,4. 5-10 Years,7,0,8,10,1,3,4
45,4. Age 45-54,No,0,Research & Development,Manager,5,Travel_Frequently,Female,Single,Medical,3,18061,4. Above $10K,22,0,2,2 - Medium,2,3,3,3,No,25,0,1. 0-1 Years,0,0,0,22,3,4,4
39,3. Age 35-44,No,0,Research & Development,Manager,4,Travel_Rarely,Female,Divorced,Medical,4,17123,4. Above $10K,13,2,2,2 - Medium,3,4,2,3,Yes,13,19,5. 10+ Years,9,15,2,21,6,3,4
58,5. Age 55+,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Male,Divorced,Life Sciences,4,2372,1. Under $3K,12,2,3,3 - High,1,4,3,3,No,23,2,2. 1-3 Years,2,2,2,2,1,3,3
32,2. Age 25-34,Yes,1,Research & Development,Laboratory Technician,2,Travel_Rarely,Male,Married,Life Sciences,2,4883,2. $3K-$6K,18,1,3,3 - High,4,1,3,3,No,7,10,4. 5-10 Years,4,1,1,10,1,3,3
39,3. Age 35-44,Yes,1,Research & Development,Research Scientist,1,Travel_Rarely,Male,Single,Medical,3,3904,2. $3K-$6K,13,0,1,1 - Low,3,1,3,3,No,23,5,3. 3-5 Years,2,0,3,6,0,3,2
30,2. Age 25-34,No,0,Research & Development,Laboratory Technician,2,Travel_Rarely,Female,Married,Technical Degree,3,4627,2. $3K-$6K,12,1,4,4 - Very High,1,1,2,3,No,6,9,4. 5-10 Years,2,6,7,10,0,3,6
36,3. Age 35-44,No,0,Research & Development,Healthcare Representative,3,Travel_Rarely,Female,Married,Technical Degree,4,7094,3. $6K-$10K,12,0,3,3 - High,4,1,3,3,No,10,7,4. 5-10 Years,7,1,7,10,3,3,0
46,4. Age 45-54,No,0,Human Resources,Human Resources,1,Travel_Rarely,Female,Single,Life Sciences,2,3423,2. $3K-$6K,12,0,1,1 - Low,4,3,3,4,No,1,7,4. 5-10 Years,6,5,7,10,6,3,3
28,2. Age 25-34,No,0,Research & Development,Laboratory Technician,2,Non-Travel,Female,Married,Life Sciences,3,6674,3. $6K-$10K,11,3,4,4 - Very High,3,1,1,3,No,1,9,4. 5-10 Years,8,7,5,10,0,3,6
50,4. Age 45-54,No,0,Research & Development,Research Director,4,Travel_Rarely,Female,Married,Life Sciences,3,16880,4. Above $10K,11,0,1,1 - Low,4,2,3,3,Yes,28,3,2. 1-3 Years,2,1,2,25,4,3,2
40,3. Age 35-44,Yes,1,Sales,Sales Executive,3,Travel_Rarely,Male,Single,Marketing,4,9094,3. $6K-$10K,12,0,2,2 - Medium,4,3,2,3,Yes,25,5,3. 3-5 Years,4,1,0,9,2,3,2
52,4. Age 45-54,Yes,1,Sales,Sales Executive,3,Travel_Rarely,Male,Single,Life Sciences,3,8446,3. $6K-$10K,19,0,2,2 - Medium,2,3,3,2,Yes,5,8,4. 5-10 Years,7,7,7,10,9,3,2
30,2. Age 25-34,No,0,Research & Development,Manager,3,Travel_Rarely,Female,Married,Medical,4,11916,4. Above $10K,23,2,1,1 - Low,2,4,3,3,Yes,17,9,4. 5-10 Years,1,0,8,9,1,4,2
39,3. Age 35-44,No,0,Research & Development,Manufacturing Director,2,Travel_Rarely,Male,Single,Life Sciences,2,4534,2. $3K-$6K,11,0,3,3 - High,1,1,3,3,No,18,8,4. 5-10 Years,7,1,7,9,0,3,6
31,2. Age 25-34,No,0,Sales,Sales Executive,3,Non-Travel,Female,Divorced,Life Sciences,4,9852,3. $6K-$10K,19,1,3,3 - High,4,1,3,2,Yes,2,10,4. 5-10 Years,8,9,6,10,1,3,5
41,3. Age 35-44,No,0,Sales,Sales Executive,2,Non-Travel,Male,Single,Medical,2,6151,3. $6K-$10K,13,0,2,2 - Medium,3,1,1,3,No,10,19,5. 10+ Years,2,11,9,19,1,3,4
31,2. Age 25-34,Yes,1,Sales,Sales Representative,1,Travel_Frequently,Female,Single,Life Sciences,3,2302,1. Under $3K,11,0,2,2 - Medium,4,1,3,4,Yes,1,3,2. 1-3 Years,2,2,2,3,1,3,2
44,3. Age 35-44,Yes,1,Research & Development,Laboratory Technician,1,Travel_Rarely,Male,Married,Life Sciences,3,2362,1. Under $3K,12,0,1,1 - Low,1,3,3,4,No,3,3,2. 1-3 Years,2,1,2,10,4,3,4
42,3. Age 35-44,No,0,Research & Development,Manager,4,Non-Travel,Male,Married,Life Sciences,1,17861,4. Above $10K,13,0,3,3 - High,3,4,3,2,Yes,2,20,5. 10+ Years,8,2,10,21,0,3,3
55,5. Age 55+,No,0,Research & Development,Manager,5,Travel_Rarely,Female,Married,Medical,2,19187,4. Above $10K,14,1,3,3 - High,4,4,1,3,No,2,19,5. 10+ Years,9,9,11,23,4,3,5
56,5. Age 55+,No,0,Human Resources,Manager,5,Travel_Rarely,Male,Single,Life Sciences,4,19717,4. Above $10K,14,0,2,2 - Medium,4,1,3,3,No,8,7,4. 5-10 Years,3,7,7,36,6,3,4
40,3. Age 35-44,No,0,Research & Development,Research Scientist,1,Non-Travel,Male,Divorced,Life Sciences,2,3544,2. $3K-$6K,16,1,3,3 - High,3,2,3,3,No,16,4,3. 3-5 Years,2,0,0,6,9,3,0
34,2. Age 25-34,No,0,Research & Development,Healthcare Representative,3,Travel_Rarely,Male,Divorced,Life Sciences,3,8500,3. $6K-$10K,11,1,4,4 - Very High,4,4,3,2,No,9,9,4. 5-10 Years,7,1,6,10,0,3,0
40,3. Age 35-44,No,0,Research & Development,Research Scientist,2,Travel_Rarely,Male,Single,Life Sciences,3,4661,2. $3K-$6K,13,0,4,4 - Very High,3,3,3,3,No,2,9,4. 5-10 Years,8,8,8,9,1,3,4
41,3. Age 35-44,No,0,Sales,Sales Executive,2,Travel_Frequently,Female,Divorced,Marketing,3,4103,2. $3K-$6K,17,1,1,1 - Low,3,4,3,3,No,1,9,4. 5-10 Years,3,1,7,10,0,3,2
35,3. Age 35-44,No,0,Research & Development,Research Scientist,2,Travel_Frequently,Male,Single,Life Sciences,4,4249,2. $3K-$6K,11,0,3,3 - High,3,2,3,3,Yes,4,9,4. 5-10 Years,6,1,1,9,1,3,3
51,4. Age 45-54,No,0,Human Resources,Manager,4,Travel_Rarely,Male,Divorced,Life Sciences,3,14026,4. Above $10K,11,1,2,2 - Medium,3,2,3,3,Yes,5,33,5. 10+ Years,9,0,10,33,1,3,2
38,3. Age 35-44,No,0,Sales,Sales Executive,2,Travel_Rarely,Female,Divorced,Life Sciences,2,6893,3. $6K-$10K,15,1,1,1 - Low,2,4,3,3,No,2,7,4. 5-10 Years,7,1,7,11,3,3,3
34,2. Age 25-34,No,0,Sales,Sales Executive,2,Travel_Rarely,Female,Single,Medical,2,6125,3. $6K-$10K,12,0,1,1 - Low,3,4,3,4,No,15,10,4. 5-10 Years,8,9,6,10,1,3,6
25,2. Age 25-34,No,0,Research & Development,Laboratory Technician,1,Travel_Rarely,Male,Married,Medical,1,3669,2. $3K-$6K,11,3,4,4 - Very High,4,3,3,2,No,19,3,2. 1-3 Years,2,1,2,7,3,3,6
58,5. Age 55+,Yes,1,Research & Development,Manufacturing Director,3,Travel_Rarely,Female,Married,Medical,4,10008,4. Above $10K,14,0,1,1 - Low,3,4,2,2,Yes,7,10,4. 5-10 Years,9,5,9,31,7,3,0
40,3. Age 35-44,No,0,Research & Development,Laboratory Technician,1,Travel_Rarely,Male,Married,Life Sciences,4,2387,1. Under $3K,22,1,2,2 - Medium,2,3,3,3,No,1,4,3. 3-5 Years,2,0,3,7,3,4,3
36,3. Age 35-44,No,0,Sales,Sales Executive,2,Travel_Frequently,Female,Married,Marketing,3,4639,2. $3K-$6K,16,1,1,1 - Low,1,4,4,2,No,7,15,5. 10+ Years,7,6,13,17,2,3,2
48,4. Age 45-54,No,0,Research & Development,Manufacturing Director,3,Travel_Rarely,Male,Single,Life Sciences,3,7898,3. $6K-$10K,11,0,4,4 - Very High,4,3,3,3,No,4,10,4. 5-10 Years,9,0,8,11,1,3,2
27,2. Age 25-34,No,0,Sales,Sales Representative,1,Travel_Rarely,Female,Married,Medical,3,2534,1. Under $3K,14,1,4,4 - Very High,3,2,4,3,No,11,1,1. 0-1 Years,0,0,0,5,8,3,4
51,4. Age 45-54,No,0,Research & Development,Manufacturing Director,4,Travel_Rarely,Female,Single,Technical Degree,2,13142,4. Above $10K,16,0,2,2 - Medium,4,2,2,2,No,11,5,3. 3-5 Years,2,0,3,29,3,3,1
18,1. Under 25,No,0,Research & Development,Laboratory Technician,1,Non-Travel,Female,Single,Life Sciences,3,1611,1. Under $3K,15,0,4,4 - Very High,4,3,3,4,No,1,0,1. 0-1 Years,0,0,0,0,1,3,5
35,3. Age 35-44,No,0,Research & Development,Laboratory Technician,2,Travel_Rarely,Female,Married,Medical,3,5363,2. $3K-$6K,12,1,4,4 - Very High,4,2,2,3,No,1,9,4. 5-10 Years,7,0,0,10,0,3,0
27,2. Age 25-34,No,0,Sales,Sales Executive,2,Travel_Frequently,Male,Single,Life Sciences,1,5071,2. $3K-$6K,20,0,4,4 - Very High,4,2,1,3,No,2,6,4. 5-10 Years,2,0,0,8,3,4,3
55,5. Age 55+,Yes,1,Sales,Sales Executive,4,Travel_Rarely,Male,Single,Marketing,4,13695,4. Above $10K,17,0,3,3 - High,1,3,4,2,Yes,13,19,5. 10+ Years,7,3,8,24,6,3,2
56,5. Age 55+,No,0,Research & Development,Manufacturing Director,4,Travel_Rarely,Male,Married,Life Sciences,3,13402,4. Above $10K,12,1,2,2 - Medium,4,1,3,3,Yes,23,19,5. 10+ Years,16,15,9,33,4,3,0
34,2. Age 25-34,No,0,Research & Development,Research Scientist,1,Non-Travel,Female,Divorced,Technical Degree,1,2029,1. Under $3K,20,3,3,3 - High,1,3,2,3,No,26,5,3. 3-5 Years,4,0,0,5,1,4,2
40,3. Age 35-44,No,0,Research & Development,Healthcare Representative,2,Travel_Rarely,Female,Divorced,Medical,1,6377,3. $6K-$10K,20,3,3,3 - High,2,2,4,3,No,2,12,5. 10+ Years,11,11,8,15,5,4,0
34,2. Age 25-34,No,0,Research & Development,Laboratory Technician,2,Travel_Rarely,Male,Married,Medical,3,5429,2. $3K-$6K,13,2,3,3 - High,2,1,3,3,No,29,8,4. 5-10 Years,7,7,7,10,4,3,1
31,2. Age 25-34,Yes,1,Sales,Sales Representative,1,Travel_Frequently,Female,Single,Life Sciences,3,2785,1. Under $3K,14,0,4,4 - Very High,3,3,2,4,No,2,1,1. 0-1 Years,0,0,0,3,7,3,3
35,3. Age 35-44,Yes,1,Sales,Sales Executive,2,Travel_Frequently,Female,Married,Marketing,4,4614,2. $3K-$6K,18,1,3,3 - High,4,3,3,2,Yes,18,4,3. 3-5 Years,2,3,2,5,0,3,0
38,3. Age 35-44,No,0,Research & Development,Research Scientist,1,Travel_Frequently,Male,Divorced,Life Sciences,3,2610,1. Under $3K,11,3,3,3 - High,4,4,4,3,No,7,4,3. 3-5 Years,2,0,3,4,1,3,2
34,2. Age 25-34,No,0,Research & Development,Healthcare Representative,2,Travel_Rarely,Female,Single,Technical Degree,4,6687,3. $6K-$10K,11,0,4,4 - Very High,3,4,3,4,No,2,14,5. 10+ Years,11,4,11,14,1,3,2
28,2. Age 25-34,No,0,Sales,Sales Executive,2,Travel_Rarely,Male,Married,Life Sciences,3,4724,2. $3K-$6K,11,1,1,1 - Low,3,3,2,3,No,26,5,3. 3-5 Years,3,0,4,5,1,3,0
31,2. Age 25-34,Yes,1,Research & Development,Manufacturing Director,2,Travel_Rarely,Male,Married,Medical,4,6179,3. $6K-$10K,15,2,3,3 - High,4,4,3,2,Yes,22,10,4. 5-10 Years,2,6,7,10,1,3,3
39,3. Age 35-44,No,0,Sales,Sales Executive,2,Travel_Rarely,Male,Married,Life Sciences,4,6120,3. $6K-$10K,12,2,4,4 - Very High,1,4,2,4,Yes,21,5,3. 3-5 Years,4,1,4,8,3,3,2
51,4. Age 45-54,No,0,Sales,Sales Executive,3,Travel_Frequently,Male,Married,Marketing,3,10596,4. Above $10K,11,0,2,2 - Medium,2,2,3,3,No,2,4,3. 3-5 Years,2,3,2,14,2,3,5
41,3. Age 35-44,No,0,Research & Development,Research Scientist,2,Travel_Frequently,Female,Divorced,Life Sciences,3,5467,2. $3K-$6K,14,2,4,4 - Very High,4,1,3,2,Yes,22,6,4. 5-10 Years,2,3,3,12,3,3,4
37,3. Age 35-44,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Male,Married,Life Sciences,1,2996,1. Under $3K,15,0,3,3 - High,3,4,3,3,Yes,4,6,4. 5-10 Years,4,1,3,8,7,3,2
33,2. Age 25-34,No,0,Sales,Sales Executive,2,Travel_Frequently,Male,Married,Life Sciences,1,9998,3. $6K-$10K,13,0,4,4 - Very High,2,1,3,4,No,5,5,3. 3-5 Years,4,1,2,8,6,3,2
32,2. Age 25-34,No,0,Sales,Sales Executive,2,Travel_Rarely,Male,Married,Marketing,1,4078,2. $3K-$6K,13,3,2,2 - Medium,3,1,3,2,Yes,2,3,2. 1-3 Years,2,1,2,4,0,3,3
39,3. Age 35-44,No,0,Research & Development,Healthcare Representative,3,Non-Travel,Male,Married,Life Sciences,2,10920,4. Above $10K,21,1,3,3 - High,3,2,3,3,No,25,6,4. 5-10 Years,4,0,5,13,3,4,2
25,2. Age 25-34,No,0,Sales,Sales Executive,2,Travel_Rarely,Male,Married,Life Sciences,1,6232,3. $6K-$10K,11,0,3,3 - High,1,2,4,2,No,18,3,2. 1-3 Years,2,1,2,6,2,3,3
52,4. Age 45-54,No,0,Research & Development,Manufacturing Director,4,Travel_Frequently,Female,Married,Medical,2,13247,4. Above $10K,11,1,3,3 - High,4,2,4,2,Yes,28,5,3. 3-5 Years,3,0,2,24,2,3,3
43,3. Age 35-44,No,0,Research & Development,Research Scientist,2,Travel_Rarely,Female,Single,Medical,3,4081,2. $3K-$6K,14,0,3,3 - High,1,1,2,1,Yes,6,20,5. 10+ Years,7,1,8,20,1,3,3
27,2. Age 25-34,No,0,Sales,Sales Executive,2,Travel_Rarely,Female,Married,Marketing,3,5769,2. $3K-$6K,11,0,4,4 - Very High,4,4,2,3,Yes,10,6,4. 5-10 Years,2,4,4,6,1,3,3
27,2. Age 25-34,Yes,1,Research & Development,Research Scientist,1,Travel_Rarely,Female,Single,Life Sciences,4,2394,1. Under $3K,13,0,3,3 - High,4,4,3,3,Yes,17,8,4. 5-10 Years,2,7,7,8,1,3,2
26,2. Age 25-34,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Male,Single,Medical,1,3904,2. $3K-$6K,12,0,4,4 - Very High,1,4,2,3,No,2,4,3. 3-5 Years,3,1,1,5,0,3,2
42,3. Age 35-44,No,0,Human Resources,Manager,4,Travel_Rarely,Female,Married,Human Resources,3,16799,4. Above $10K,14,1,1,1 - Low,3,3,3,3,No,10,20,5. 10+ Years,7,0,9,21,0,3,5
52,4. Age 45-54,No,0,Research & Development,Laboratory Technician,1,Travel_Rarely,Female,Married,Other,4,2950,1. Under $3K,13,0,1,1 - Low,3,3,3,1,No,8,5,3. 3-5 Years,4,0,4,12,9,3,2
37,3. Age 35-44,No,0,Research & Development,Laboratory Technician,1,Travel_Rarely,Female,Single,Medical,3,3629,2. $3K-$6K,18,0,3,3 - High,1,1,3,3,No,11,3,2. 1-3 Years,2,0,2,8,4,3,6
35,3. Age 35-44,No,0,Research & Development,Manufacturing Director,3,Travel_Frequently,Male,Single,Life Sciences,2,9362,3. $6K-$10K,11,0,4,4 - Very High,3,3,3,3,No,18,2,2. 1-3 Years,2,2,2,10,2,3,2
25,2. Age 25-34,No,0,Research & Development,Laboratory Technician,1,Travel_Rarely,Male,Married,Technical Degree,3,3229,2. $3K-$6K,11,1,4,4 - Very High,1,2,3,2,No,1,3,2. 1-3 Years,2,0,2,7,4,3,2
26,2. Age 25-34,No,0,Research & Development,Laboratory Technician,1,Travel_Rarely,Male,Single,Other,3,3578,2. $3K-$6K,12,0,1,1 - Low,3,4,4,3,No,7,7,4. 5-10 Years,7,0,7,8,0,3,2
29,2. Age 25-34,No,0,Human Resources,Human Resources,3,Travel_Rarely,Male,Single,Other,3,7988,3. $6K-$10K,13,0,1,1 - Low,2,1,2,2,No,17,10,4. 5-10 Years,9,0,9,10,1,3,3
49,4. Age 45-54,Yes,1,Research & Development,Laboratory Technician,2,Travel_Frequently,Male,Single,Life Sciences,2,4284,2. $3K-$6K,20,0,1,1 - Low,1,1,2,3,No,28,4,3. 3-5 Years,3,1,3,20,3,4,2
29,2. Age 25-34,Yes,1,Research & Development,Healthcare Representative,3,Travel_Frequently,Female,Single,Other,1,7553,3. $6K-$10K,12,0,4,4 - Very High,3,1,3,3,Yes,14,8,4. 5-10 Years,7,7,7,9,0,3,1
54,4. Age 45-54,No,0,Research & Development,Research Director,4,Travel_Rarely,Female,Single,Medical,3,17328,4. Above $10K,19,0,4,4 - Very High,4,4,3,2,No,1,20,5. 10+ Years,7,12,7,29,6,3,3
58,5. Age 55+,No,0,Research & Development,Research Director,5,Travel_Rarely,Female,Married,Medical,3,19701,4. Above $10K,21,1,1,1 - Low,4,3,3,3,Yes,1,9,4. 5-10 Years,8,1,5,32,3,4,3
55,5. Age 55+,No,0,Research & Development,Research Director,4,Travel_Rarely,Male,Divorced,Medical,4,14732,4. Above $10K,13,2,4,4 - Very High,2,4,4,4,No,1,7,4. 5-10 Years,7,0,0,31,2,3,4
